model,file,rank,imagenet_index,imagenet_label,probability,mapped_to_book
yolo11n-cls,book_0009_a4afbc7697bdf23c.jpg,1,419,Band_Aid,0.2677922546863556,False
yolo11n-cls,book_0009_a4afbc7697bdf23c.jpg,2,454,bookshop,0.08104874193668365,False
yolo11n-cls,book_0009_a4afbc7697bdf23c.jpg,3,624,library,0.06079452484846115,False
yolo11n-cls,book_0009_a4afbc7697bdf23c.jpg,4,922,menu,0.05810544267296791,False
yolo11n-cls,book_0009_a4afbc7697bdf23c.jpg,5,478,carton,0.05681543052196503,False
yolo11n-cls,book_0010_ba965d3fd74e1e61.jpg,1,921,book_jacket,0.5895501375198364,True
yolo11n-cls,book_0010_ba965d3fd74e1e61.jpg,2,782,screen,0.09352881461381912,False
yolo11n-cls,book_0010_ba965d3fd74e1e61.jpg,3,446,binder,0.08870454132556915,False
yolo11n-cls,book_0010_ba965d3fd74e1e61.jpg,4,692,packet,0.0773436576128006,False
yolo11n-cls,book_0010_ba965d3fd74e1e61.jpg,5,922,menu,0.04242652282118797,False
yolo11n-cls,book_0011_55d391da105421e9.jpg,1,921,book_jacket,0.5203210115432739,True
yolo11n-cls,book_0011_55d391da105421e9.jpg,2,916,web_site,0.21103358268737793,False
yolo11n-cls,book_0011_55d391da105421e9.jpg,3,918,crossword_puzzle,0.04404586926102638,False
yolo11n-cls,book_0011_55d391da105421e9.jpg,4,585,hair_spray,0.03394236043095589,False
yolo11n-cls,book_0011_55d391da105421e9.jpg,5,631,lotion,0.02979235164821148,False
yolo11n-cls,book_0013_c80e081e169fd977.jpg,1,922,menu,0.06256625801324844,False
yolo11n-cls,book_0013_c80e081e169fd977.jpg,2,855,thimble,0.0573270358145237,False
yolo11n-cls,book_0013_c80e081e169fd977.jpg,3,921,book_jacket,0.052483923733234406,True
yolo11n-cls,book_0013_c80e081e169fd977.jpg,4,549,envelope,0.05062852427363396,False
yolo11n-cls,book_0013_c80e081e169fd977.jpg,5,711,perfume,0.03864035755395889,False
yolo11n-cls,book_0014_4b523b5b89444fcf.jpg,1,916,web_site,0.5275654792785645,False
yolo11n-cls,book_0014_4b523b5b89444fcf.jpg,2,921,book_jacket,0.21915802359580994,True
yolo11n-cls,book_0014_4b523b5b89444fcf.jpg,3,454,bookshop,0.025890382006764412,False
yolo11n-cls,book_0014_4b523b5b89444fcf.jpg,4,605,iPod,0.02007327415049076,False
yolo11n-cls,book_0014_4b523b5b89444fcf.jpg,5,585,hair_spray,0.007759980857372284,False
yolo11n-cls,book_0015_1cd9ac0169ec7df0.jpg,1,787,shield,0.28235286474227905,False
yolo11n-cls,book_0015_1cd9ac0169ec7df0.jpg,2,461,breastplate,0.2209131270647049,False
yolo11n-cls,book_0015_1cd9ac0169ec7df0.jpg,3,892,wall_clock,0.21113961935043335,False
yolo11n-cls,book_0015_1cd9ac0169ec7df0.jpg,4,426,barometer,0.125014990568161,False
yolo11n-cls,book_0015_1cd9ac0169ec7df0.jpg,5,887,vestment,0.027080435305833817,False
yolo11n-cls,book_0016_dacff59f9391a87b.jpg,1,485,CD_player,0.15518619120121002,False
yolo11n-cls,book_0016_dacff59f9391a87b.jpg,2,861,toilet_seat,0.05542856827378273,False
yolo11n-cls,book_0016_dacff59f9391a87b.jpg,3,787,shield,0.05535218492150307,False
yolo11n-cls,book_0016_dacff59f9391a87b.jpg,4,859,toaster,0.03006749413907528,False
yolo11n-cls,book_0016_dacff59f9391a87b.jpg,5,954,banana,0.029173363000154495,False
yolo11n-cls,book_0018_3edf7490a8c07e59.jpg,1,481,cassette,0.40966665744781494,False
yolo11n-cls,book_0018_3edf7490a8c07e59.jpg,2,453,bookcase,0.28184452652931213,False
yolo11n-cls,book_0018_3edf7490a8c07e59.jpg,3,624,library,0.15597906708717346,False
yolo11n-cls,book_0018_3edf7490a8c07e59.jpg,4,454,bookshop,0.06343882530927658,False
yolo11n-cls,book_0018_3edf7490a8c07e59.jpg,5,446,binder,0.0342838317155838,False
yolo11n-cls,book_0019_78dc9ea17e259573.jpg,1,644,matchstick,0.3662111461162567,False
yolo11n-cls,book_0019_78dc9ea17e259573.jpg,2,549,envelope,0.34787267446517944,False
yolo11n-cls,book_0019_78dc9ea17e259573.jpg,3,769,rule,0.089571014046669,False
yolo11n-cls,book_0019_78dc9ea17e259573.jpg,4,446,binder,0.055453840643167496,False
yolo11n-cls,book_0019_78dc9ea17e259573.jpg,5,696,paintbrush,0.027119040489196777,False
yolo11n-cls,book_0020_ac1d9f4001b2bb0e.jpg,1,713,photocopier,0.6999192237854004,False
yolo11n-cls,book_0020_ac1d9f4001b2bb0e.jpg,2,742,printer,0.052715178579092026,False
yolo11n-cls,book_0020_ac1d9f4001b2bb0e.jpg,3,620,laptop,0.0516049899160862,False
yolo11n-cls,book_0020_ac1d9f4001b2bb0e.jpg,4,673,mouse,0.02951793186366558,False
yolo11n-cls,book_0020_ac1d9f4001b2bb0e.jpg,5,681,notebook,0.027060478925704956,False
yolo11n-cls,book_0021_db124081108638ea.jpg,1,401,accordion,0.8968081474304199,False
yolo11n-cls,book_0021_db124081108638ea.jpg,2,644,matchstick,0.011307821609079838,False
yolo11n-cls,book_0021_db124081108638ea.jpg,3,626,lighter,0.0072458041831851006,False
yolo11n-cls,book_0021_db124081108638ea.jpg,4,520,crib,0.00704755075275898,False
yolo11n-cls,book_0021_db124081108638ea.jpg,5,750,quilt,0.005526094231754541,False
yolo11n-cls,book_pinterest_1.jpeg,1,558,flute,0.6274556517601013,False
yolo11n-cls,book_pinterest_1.jpeg,2,918,crossword_puzzle,0.16508749127388,False
yolo11n-cls,book_pinterest_1.jpeg,3,798,slide_rule,0.03145015984773636,False
yolo11n-cls,book_pinterest_1.jpeg,4,563,fountain_pen,0.02641487866640091,False
yolo11n-cls,book_pinterest_1.jpeg,5,922,menu,0.023528138175606728,False
yolo11n-cls,book_pinterest_2.jpeg,1,835,sundial,0.6619933247566223,False
yolo11n-cls,book_pinterest_2.jpeg,2,755,radio_telescope,0.2069714069366455,False
yolo11n-cls,book_pinterest_2.jpeg,3,716,picket_fence,0.05849365517497063,False
yolo11n-cls,book_pinterest_2.jpeg,4,682,obelisk,0.017288414761424065,False
yolo11n-cls,book_pinterest_2.jpeg,5,727,planetarium,0.017154447734355927,False
yolo11n-cls,book_pinterest_3.jpeg,1,591,handkerchief,0.7322623133659363,False
yolo11n-cls,book_pinterest_3.jpeg,2,458,brass,0.17703773081302643,False
yolo11n-cls,book_pinterest_3.jpeg,3,748,purse,0.01243652030825615,False
yolo11n-cls,book_pinterest_3.jpeg,4,904,window_screen,0.005951042287051678,False
yolo11n-cls,book_pinterest_3.jpeg,5,807,solar_dish,0.004659449681639671,False
yolo11n-cls,book_pinterest_4.jpeg,1,447,binoculars,0.21541725099086761,False
yolo11n-cls,book_pinterest_4.jpeg,2,505,coffeepot,0.11645440012216568,False
yolo11n-cls,book_pinterest_4.jpeg,3,855,thimble,0.07131809741258621,False
yolo11n-cls,book_pinterest_4.jpeg,4,968,cup,0.05484379827976227,False
yolo11n-cls,book_pinterest_4.jpeg,5,463,bucket,0.052824463695287704,False
yolo11n-cls,book_pinterest_5.jpeg,1,918,crossword_puzzle,0.8913478851318359,False
yolo11n-cls,book_pinterest_5.jpeg,2,700,paper_towel,0.03405054286122322,False
yolo11n-cls,book_pinterest_5.jpeg,3,446,binder,0.027738789096474648,False
yolo11n-cls,book_pinterest_5.jpeg,4,282,tiger_cat,0.006424277555197477,False
yolo11n-cls,book_pinterest_5.jpeg,5,281,tabby,0.005502427462488413,False
yolo11n-cls,book_pinterest_6.jpeg,1,782,screen,0.1084388792514801,False
yolo11n-cls,book_pinterest_6.jpeg,2,706,patio,0.08678784221410751,False
yolo11n-cls,book_pinterest_6.jpeg,3,664,monitor,0.08267055451869965,False
yolo11n-cls,book_pinterest_6.jpeg,4,908,wing,0.061813339591026306,False
yolo11n-cls,book_pinterest_6.jpeg,5,458,brass,0.05265771225094795,False
yolo11n-cls,book_pinterest_7.jpeg,1,975,lakeside,0.6759849190711975,False
yolo11n-cls,book_pinterest_7.jpeg,2,449,boathouse,0.1327885389328003,False
yolo11n-cls,book_pinterest_7.jpeg,3,706,patio,0.05349467322230339,False
yolo11n-cls,book_pinterest_7.jpeg,4,977,sandbar,0.028691614046692848,False
yolo11n-cls,book_pinterest_7.jpeg,5,978,seashore,0.012778621166944504,False
yolo11n-cls,book_pinterest_8.jpeg,1,918,crossword_puzzle,0.3589428663253784,False
yolo11n-cls,book_pinterest_8.jpeg,2,631,lotion,0.1006745919585228,False
yolo11n-cls,book_pinterest_8.jpeg,3,655,miniskirt,0.08482753485441208,False
yolo11n-cls,book_pinterest_8.jpeg,4,750,quilt,0.05981422960758209,False
yolo11n-cls,book_pinterest_8.jpeg,5,529,diaper,0.047715578228235245,False
yolo26n-cls,book_0009_a4afbc7697bdf23c.jpg,1,419,Band_Aid,0.4971240162849426,False
yolo26n-cls,book_0009_a4afbc7697bdf23c.jpg,2,692,packet,0.2879403233528137,False
yolo26n-cls,book_0009_a4afbc7697bdf23c.jpg,3,918,crossword_puzzle,0.031198997050523758,False
yolo26n-cls,book_0009_a4afbc7697bdf23c.jpg,4,478,carton,0.02770419605076313,False
yolo26n-cls,book_0009_a4afbc7697bdf23c.jpg,5,921,book_jacket,0.02238580770790577,True
yolo26n-cls,book_0010_ba965d3fd74e1e61.jpg,1,921,book_jacket,0.7694966197013855,True
yolo26n-cls,book_0010_ba965d3fd74e1e61.jpg,2,782,screen,0.05907730013132095,False
yolo26n-cls,book_0010_ba965d3fd74e1e61.jpg,3,692,packet,0.0386696420609951,False
yolo26n-cls,book_0010_ba965d3fd74e1e61.jpg,4,664,monitor,0.022875571623444557,False
yolo26n-cls,book_0010_ba965d3fd74e1e61.jpg,5,446,binder,0.012297481298446655,False
yolo26n-cls,book_0011_55d391da105421e9.jpg,1,921,book_jacket,0.31863436102867126,True
yolo26n-cls,book_0011_55d391da105421e9.jpg,2,686,oil_filter,0.13887697458267212,False
yolo26n-cls,book_0011_55d391da105421e9.jpg,3,585,hair_spray,0.12137418240308762,False
yolo26n-cls,book_0011_55d391da105421e9.jpg,4,631,lotion,0.11127039045095444,False
yolo26n-cls,book_0011_55d391da105421e9.jpg,5,478,carton,0.08875937014818192,False
yolo26n-cls,book_0013_c80e081e169fd977.jpg,1,619,lampshade,0.1272781938314438,False
yolo26n-cls,book_0013_c80e081e169fd977.jpg,2,538,dome,0.10364028066396713,False
yolo26n-cls,book_0013_c80e081e169fd977.jpg,3,818,spotlight,0.07049524784088135,False
yolo26n-cls,book_0013_c80e081e169fd977.jpg,4,921,book_jacket,0.0416468121111393,True
yolo26n-cls,book_0013_c80e081e169fd977.jpg,5,900,water_tower,0.03756668046116829,False
yolo26n-cls,book_0014_4b523b5b89444fcf.jpg,1,921,book_jacket,0.30215027928352356,True
yolo26n-cls,book_0014_4b523b5b89444fcf.jpg,2,916,web_site,0.11053045839071274,False
yolo26n-cls,book_0014_4b523b5b89444fcf.jpg,3,504,coffee_mug,0.07707951217889786,False
yolo26n-cls,book_0014_4b523b5b89444fcf.jpg,4,585,hair_spray,0.06272619217634201,False
yolo26n-cls,book_0014_4b523b5b89444fcf.jpg,5,966,red_wine,0.029647095128893852,False
yolo26n-cls,book_0015_1cd9ac0169ec7df0.jpg,1,887,vestment,0.43636220693588257,False
yolo26n-cls,book_0015_1cd9ac0169ec7df0.jpg,2,461,breastplate,0.24142122268676758,False
yolo26n-cls,book_0015_1cd9ac0169ec7df0.jpg,3,894,wardrobe,0.11012392491102219,False
yolo26n-cls,book_0015_1cd9ac0169ec7df0.jpg,4,597,holster,0.07534289360046387,False
yolo26n-cls,book_0015_1cd9ac0169ec7df0.jpg,5,577,gong,0.03441037982702255,False
yolo26n-cls,book_0016_dacff59f9391a87b.jpg,1,485,CD_player,0.8359747529029846,False
yolo26n-cls,book_0016_dacff59f9391a87b.jpg,2,848,tape_player,0.042449478060007095,False
yolo26n-cls,book_0016_dacff59f9391a87b.jpg,3,861,toilet_seat,0.013791202567517757,False
yolo26n-cls,book_0016_dacff59f9391a87b.jpg,4,778,scale,0.01063963957130909,False
yolo26n-cls,book_0016_dacff59f9391a87b.jpg,5,528,dial_telephone,0.008323471061885357,False
yolo26n-cls,book_0018_3edf7490a8c07e59.jpg,1,454,bookshop,0.2558729946613312,False
yolo26n-cls,book_0018_3edf7490a8c07e59.jpg,2,481,cassette,0.19513428211212158,False
yolo26n-cls,book_0018_3edf7490a8c07e59.jpg,3,446,binder,0.19458144903182983,False
yolo26n-cls,book_0018_3edf7490a8c07e59.jpg,4,453,bookcase,0.1803470402956009,False
yolo26n-cls,book_0018_3edf7490a8c07e59.jpg,5,921,book_jacket,0.08850512653589249,True
yolo26n-cls,book_0019_78dc9ea17e259573.jpg,1,644,matchstick,0.8239809274673462,False
yolo26n-cls,book_0019_78dc9ea17e259573.jpg,2,696,paintbrush,0.06106758490204811,False
yolo26n-cls,book_0019_78dc9ea17e259573.jpg,3,542,drumstick,0.0335351787507534,False
yolo26n-cls,book_0019_78dc9ea17e259573.jpg,4,462,broom,0.009621119126677513,False
yolo26n-cls,book_0019_78dc9ea17e259573.jpg,5,710,pencil_sharpener,0.008915902115404606,False
yolo26n-cls,book_0020_ac1d9f4001b2bb0e.jpg,1,713,photocopier,0.42524418234825134,False
yolo26n-cls,book_0020_ac1d9f4001b2bb0e.jpg,2,620,laptop,0.12066729366779327,False
yolo26n-cls,book_0020_ac1d9f4001b2bb0e.jpg,3,446,binder,0.05399329587817192,False
yolo26n-cls,book_0020_ac1d9f4001b2bb0e.jpg,4,798,slide_rule,0.05213528126478195,False
yolo26n-cls,book_0020_ac1d9f4001b2bb0e.jpg,5,681,notebook,0.029369058087468147,False
yolo26n-cls,book_0021_db124081108638ea.jpg,1,401,accordion,0.5486856698989868,False
yolo26n-cls,book_0021_db124081108638ea.jpg,2,584,hair_slide,0.0870642438530922,False
yolo26n-cls,book_0021_db124081108638ea.jpg,3,674,mousetrap,0.0706840455532074,False
yolo26n-cls,book_0021_db124081108638ea.jpg,4,696,paintbrush,0.0332338772714138,False
yolo26n-cls,book_0021_db124081108638ea.jpg,5,692,packet,0.02812633104622364,False
yolo26n-cls,book_pinterest_1.jpeg,1,684,ocarina,0.3094540238380432,False
yolo26n-cls,book_pinterest_1.jpeg,2,749,quill,0.0990142822265625,False
yolo26n-cls,book_pinterest_1.jpeg,3,798,slide_rule,0.09542928636074066,False
yolo26n-cls,book_pinterest_1.jpeg,4,542,drumstick,0.08220472186803818,False
yolo26n-cls,book_pinterest_1.jpeg,5,700,paper_towel,0.05707713961601257,False
yolo26n-cls,book_pinterest_2.jpeg,1,727,planetarium,0.6050966382026672,False
yolo26n-cls,book_pinterest_2.jpeg,2,755,radio_telescope,0.2054601013660431,False
yolo26n-cls,book_pinterest_2.jpeg,3,835,sundial,0.06402639299631119,False
yolo26n-cls,book_pinterest_2.jpeg,4,478,carton,0.009150183759629726,False
yolo26n-cls,book_pinterest_2.jpeg,5,458,brass,0.008232802152633667,False
yolo26n-cls,book_pinterest_3.jpeg,1,591,handkerchief,0.574184238910675,False
yolo26n-cls,book_pinterest_3.jpeg,2,893,wallet,0.12176614254713058,False
yolo26n-cls,book_pinterest_3.jpeg,3,748,purse,0.0986228659749031,False
yolo26n-cls,book_pinterest_3.jpeg,4,868,tray,0.0487402118742466,False
yolo26n-cls,book_pinterest_3.jpeg,5,637,mailbox,0.03651127964258194,False
yolo26n-cls,book_pinterest_4.jpeg,1,463,bucket,0.4783400893211365,False
yolo26n-cls,book_pinterest_4.jpeg,2,447,binoculars,0.1472844034433365,False
yolo26n-cls,book_pinterest_4.jpeg,3,855,thimble,0.03344258293509483,False
yolo26n-cls,book_pinterest_4.jpeg,4,838,sunscreen,0.026514148339629173,False
yolo26n-cls,book_pinterest_4.jpeg,5,876,tub,0.02025262825191021,False
yolo26n-cls,book_pinterest_5.jpeg,1,922,menu,0.29359421133995056,False
yolo26n-cls,book_pinterest_5.jpeg,2,918,crossword_puzzle,0.2619234621524811,False
yolo26n-cls,book_pinterest_5.jpeg,3,281,tabby,0.2081354707479477,False
yolo26n-cls,book_pinterest_5.jpeg,4,700,paper_towel,0.1258784383535385,False
yolo26n-cls,book_pinterest_5.jpeg,5,282,tiger_cat,0.038814522325992584,False
yolo26n-cls,book_pinterest_6.jpeg,1,912,worm_fence,0.30419862270355225,False
yolo26n-cls,book_pinterest_6.jpeg,2,970,alp,0.22257301211357117,False
yolo26n-cls,book_pinterest_6.jpeg,3,664,monitor,0.14198234677314758,False
yolo26n-cls,book_pinterest_6.jpeg,4,458,brass,0.09976309537887573,False
yolo26n-cls,book_pinterest_6.jpeg,5,782,screen,0.043364692479372025,False
yolo26n-cls,book_pinterest_7.jpeg,1,975,lakeside,0.48088330030441284,False
yolo26n-cls,book_pinterest_7.jpeg,2,693,paddle,0.1048828735947609,False
yolo26n-cls,book_pinterest_7.jpeg,3,458,brass,0.08561057597398758,False
yolo26n-cls,book_pinterest_7.jpeg,4,449,boathouse,0.048428457230329514,False
yolo26n-cls,book_pinterest_7.jpeg,5,472,canoe,0.027698637917637825,False
yolo26n-cls,book_pinterest_8.jpeg,1,918,crossword_puzzle,0.15050867199897766,False
yolo26n-cls,book_pinterest_8.jpeg,2,999,toilet_tissue,0.15031802654266357,False
yolo26n-cls,book_pinterest_8.jpeg,3,855,thimble,0.12197936326265335,False
yolo26n-cls,book_pinterest_8.jpeg,4,615,knee_pad,0.09267442673444748,False
yolo26n-cls,book_pinterest_8.jpeg,5,631,lotion,0.08239074051380157,False
